country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Lithuania,LTU,5/01/21,10364,10364,,,311,0.38,0.38,,114,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,6/01/21,13865,13865,,3501,592,0.51,0.51,,217,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,7/01/21,18007,18007,,4142,1180,0.66,0.66,,433,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,8/01/21,23148,23148,,5141,1897,0.85,0.85,,697,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,9/01/21,23452,23452,,304,1923,0.86,0.86,,706,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,10/01/21,23455,23455,,3,1905,0.86,0.86,,700,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,11/01/21,25649,25649,,2194,2201,0.94,0.94,,809,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,12/01/21,27720,27720,,2071,2479,1.02,1.02,,911,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,13/01/21,33680,33680,,5960,2831,1.24,1.24,,1040,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,14/01/21,42171,42171,,8491,3452,1.55,1.55,,1268,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,15/01/21,49226,49226,,7055,3725,1.81,1.81,,1368,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,16/01/21,50312,50312,,1086,3837,1.85,1.85,,1409,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,17/01/21,51442,50354,1088,1130,3998,1.89,1.85,0.04,1469,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,18/01/21,55845,53086,2759,4403,4314,2.05,1.95,0.1,1585,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,19/01/21,62013,55359,6654,6168,4899,2.28,2.03,0.24,1800,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,20/01/21,65380,56931,8449,3367,4529,2.4,2.09,0.31,1664,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,21/01/21,66774,57786,8988,1394,3515,2.45,2.12,0.33,1291,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,22/01/21,67027,58030,8997,253,2543,2.46,2.13,0.33,934,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,23/01/21,67036,58039,8997,9,2389,2.46,2.13,0.33,878,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,30/12/20,1200,1200,,,,0.19,0.19,,,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,31/12/20,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,1/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,2/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,3/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,4/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,5/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,6/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,7/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,8/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,9/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,10/01/21,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,11/01/21,1943,1943,,,62,0.31,0.31,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,12/01/21,2372,2372,,429,114,0.38,0.38,,182,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,13/01/21,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,14/01/21,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,15/01/21,,,,,236,,,,377,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,16/01/21,,,,,252,,,,403,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,17/01/21,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,18/01/21,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,19/01/21,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,20/01/21,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Luxembourg,LUX,21/01/21,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95
Malta,MLT,28/12/20,130,130,,,,0.03,0.03,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,29/12/20,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,30/12/20,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,31/12/20,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/01/21,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/01/21,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,3/01/21,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,4/01/21,1940,1940,,,259,0.44,0.44,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,5/01/21,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,6/01/21,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,7/01/21,,,,,327,,,,741,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,8/01/21,,,,,350,,,,793,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,9/01/21,,,,,373,,,,845,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,10/01/21,,,,,396,,,,897,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,11/01/21,4870,4870,,,419,1.1,1.1,,949,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/01/21,,,,,524,,,,1187,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,13/01/21,,,,,629,,,,1425,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,14/01/21,,,,,735,,,,1665,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,15/01/21,9496,9496,,,840,2.15,2.15,,1902,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,16/01/21,,,,,938,,,,2124,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,17/01/21,11705,11705,,,1036,2.65,2.65,,2346,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,18/01/21,13002,13002,,1297,1162,2.94,2.94,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,19/01/21,14276,14276,,1274,1178,3.23,3.23,,2668,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,20/01/21,15316,15316,,1040,1162,3.47,3.47,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,21/01/21,16531,16531,,1215,1170,3.74,3.74,,2650,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,22/01/21,17767,17767,,1236,1182,4.02,4.02,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,23/01/21,18930,18930,,1163,1190,4.29,4.29,,2695,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,24/12/20,2924,2924,,,,0,0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,25/12/20,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,26/12/20,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,27/12/20,6824,6824,,,1300,0.01,0.01,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,28/12/20,9579,9579,,2755,1664,0.01,0.01,,13,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,29/12/20,18529,18529,,8950,3121,0.01,0.01,,24,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,30/12/20,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,31/12/20,,,,,3695,,,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,1/01/21,,,,,4051,,,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,2/01/21,,,,,4407,,,,34,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,3/01/21,,,,,4763,,,,37,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,4/01/21,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,5/01/21,48236,48236,,4276,4244,0.04,0.04,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,6/01/21,53185,53185,,4949,4027,0.04,0.04,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,7/01/21,58402,58402,,5217,4230,0.05,0.05,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,8/01/21,67468,67468,,9066,4984,0.05,0.05,,39,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,9/01/21,74794,74794,,7326,5488,0.06,0.06,,43,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,10/01/21,81300,81300,,6506,5876,0.06,0.06,,46,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,11/01/21,87060,87060,,5760,6157,0.07,0.07,,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,12/01/21,92879,92879,,5819,6378,0.07,0.07,,49,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,13/01/21,192567,192567,,99688,19912,0.15,0.15,,154,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,14/01/21,329983,329983,,137416,38797,0.26,0.26,,301,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,15/01/21,417375,415417,1958,87392,49987,0.32,0.32,0,388,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,16/01/21,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,17/01/21,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,18/01/21,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,19/01/21,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,20/01/21,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,21/01/21,552335,534317,18018,51305,31765,0.43,0.41,0.01,246,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,22/01/21,614808,594725,20083,62473,28205,0.48,0.46,0.02,219,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Mexico,MEX,23/01/21,618768,596296,22472,3960,22217,0.48,0.46,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/031-este-sabado-dos-mil-766-docentes-de-campeche-recibieron-la-primera-dosis-de-la-vacuna-pfizer?idiom=es
Netherlands,NLD,6/01/21,6000,6000,,,,0.04,0.04,,,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,7/01/21,15000,15000,,9000,9000,0.09,0.09,,525,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,8/01/21,27000,27000,,12000,10500,0.16,0.16,,613,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,9/01/21,30000,30000,,3000,8000,0.18,0.18,,467,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,10/01/21,34000,34000,,4000,7000,0.2,0.2,,409,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,11/01/21,35500,35500,,1500,5900,0.21,0.21,,344,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,12/01/21,45000,45000,,9500,6500,0.26,0.26,,379,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,13/01/21,47000,47000,,2000,5857,0.27,0.27,,342,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,14/01/21,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,15/01/21,55000,55000,,,4000,0.32,0.32,,233,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,16/01/21,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,17/01/21,77000,77000,,,6143,0.45,0.45,,359,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,18/01/21,,,,,7024,,,,410,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,19/01/21,,,,,6762,,,,395,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,20/01/21,100000,100000,,,7571,0.58,0.58,,442,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,21/01/21,,,,,9500,,,,554,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,22/01/21,135000,135000,,,11429,0.79,0.79,,667,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Northern Ireland,,13/12/20,3623,3623,,,,0.19,0.19,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,14/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,15/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,16/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,17/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,18/12/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
